Date,Open,High,Low,Close,Volume
10/20/2020,"143.92","143.92","139.68","140.65","94,968,954"
10/19/2020,"148.75","149.00","142.96","143.61","108,863,633"
10/16/2020,"151.48","151.98","146.28","146.56","98,327,739"
10/15/2020,"150.10","152.19","147.50","149.63","107,017,168"
10/14/2020,"149.93","155.30","149.12","153.77","144,136,311"
10/13/2020,"147.78","149.63","145.53","148.88","103,391,124"
10/12/2020,"147.33","149.58","146.19","147.43","116,373,508"
10/09/2020,"143.38","144.86","142.15","144.67","86,777,064"
10/08/2020,"146.15","146.33","141.77","141.97","121,263,489"
10/07/2020,"139.96","143.30","137.95","141.77","129,383,268"
10/06/2020,"141.26","142.93","135.35","137.99","147,438,940"
10/05/2020,"141.12","144.55","139.78","141.89","134,168,519"
10/02/2020,"140.46","146.38","138.33","138.36","214,290,316"
10/01/2020,"146.92","149.63","144.81","149.39","152,224,494"
09/30/2020,"140.44","144.64","140.16","143.00","144,436,837"
09/29/2020,"138.67","142.83","137.20","139.69","151,024,351"
09/28/2020,"141.54","142.69","138.52","140.40","149,158,808"
09/25/2020,"131.16","136.24","130.43","135.78","201,625,593"
09/24/2020,"121.27","133.17","117.10","129.26","289,683,443"
09/23/2020,"135.05","137.38","125.29","126.79","285,222,837"
09/22/2020,"143.20","145.92","139.20","141.41","238,742,640"
09/21/2020,"151.04","151.89","135.69","149.80","328,430,733"
09/18/2020,"149.31","150.33","142.93","147.38","259,220,706"
09/17/2020,"138.53","145.93","136.00","141.14","230,337,708"
09/16/2020,"146.62","152.60","145.10","147.25","217,640,501"
09/15/2020,"145.52","153.98","143.57","149.92","291,895,006"
09/14/2020,"126.98","140.00","124.43","139.87","249,062,087"
09/11/2020,"127.31","127.50","120.17","124.24","182,152,561"
09/10/2020,"128.74","133.00","120.19","123.78","254,792,092"
09/09/2020,"118.87","123.00","113.84","122.09","238,397,546"
09/08/2020,"118.67","122.91","109.96","110.07","346,397,446"
09/04/2020,"134.27","142.67","124.01","139.44","330,966,063"
09/03/2020,"135.74","143.93","134.00","135.67","262,788,532"
09/02/2020,"159.66","159.68","135.04","149.12","288,528,652"
09/01/2020,"167.38","167.50","156.84","158.35","270,358,548"
08/31/2020,"148.20","166.71","146.70","166.11","355,123,588"
08/28/2020,"153.01","154.57","145.77","147.56","301,217,979"
08/27/2020,"145.36","153.04","142.83","149.25","355,395,950"
08/26/2020,"137.33","144.40","136.91","143.54","213,590,919"
08/25/2020,"131.66","135.20","131.20","134.89","159,883,514"
08/24/2020,"141.75","141.93","128.50","134.28","300,954,594"
08/21/2020,"136.32","139.70","135.00","136.67","322,343,746"
08/20/2020,"124.05","134.80","123.80","133.46","309,177,333"
08/19/2020,"124.33","127.40","122.75","125.24","183,080,138"
08/18/2020,"126.60","128.26","123.01","125.81","247,117,574"
08/17/2020,"111.80","123.06","111.52","122.38","303,635,082"
08/14/2020,"111.00","111.25","108.44","110.05","188,664,344"
08/13/2020,"107.40","110.08","104.48","108.07","306,379,980"
08/12/2020,"98.00","105.67","95.67","103.65","328,482,787"
08/11/2020,"93.07","94.67","91.00","91.63","129,387,613"
08/10/2020,"96.53","97.17","92.39","94.57","112,834,076"
08/07/2020,"99.97","99.98","94.33","96.85","133,446,437"
08/06/2020,"99.39","101.15","98.48","99.31","89,884,772"
08/05/2020,"99.53","99.99","97.89","99.00","74,670,302"
08/04/2020,"99.67","101.83","97.47","99.13","126,224,965"
08/03/2020,"96.61","100.65","96.29","99.00","132,140,311"
07/31/2020,"101.00","101.14","94.73","95.38","183,704,619"
07/30/2020,"99.20","100.88","98.07","99.17","114,315,717"
07/29/2020,"100.07","102.32","99.13","99.94","141,403,540"
07/28/2020,"100.27","104.31","98.29","98.43","237,130,744"
07/27/2020,"95.67","103.20","94.20","102.64","240,730,297"
07/24/2020,"94.40","97.67","91.10","94.47","290,949,554"
07/23/2020,"111.93","112.60","98.72","100.87","364,927,845"
07/22/2020,"106.60","108.43","104.13","106.16","212,416,418"
07/21/2020,"109.33","111.67","103.87","104.56","242,359,449"
07/20/2020,"101.27","110.00","99.20","109.53","256,820,799"
07/17/2020,"100.90","102.50","99.33","100.06","139,949,709"
07/16/2020,"98.48","102.11","97.73","100.04","214,512,070"
07/15/2020,"102.87","103.33","97.13","103.07","245,517,717"
07/14/2020,"103.73","106.00","95.40","101.12","351,272,446"
07/13/2020,"110.60","119.67","98.07","99.80","584,780,986"
07/10/2020,"93.07","103.26","91.73","102.98","350,063,655"
07/09/2020,"93.13","93.90","90.09","92.95","175,764,181"
07/08/2020,"93.67","94.48","87.42","91.06","244,669,856"
07/07/2020,"93.67","95.30","89.11","92.66","322,345,201"
07/06/2020,"85.11","91.85","84.40","91.44","308,548,172"
07/02/2020,"81.43","81.87","79.04","80.58","258,752,051"
07/01/2020,"72.20","75.69","72.03","74.64","199,903,735"
06/30/2020,"67.10","72.51","66.92","71.99","253,777,731"
06/29/2020,"64.60","67.33","63.23","67.29","135,396,184"
06/26/2020,"66.32","66.33","63.66","63.98","132,823,756"
06/25/2020,"63.62","65.73","62.48","65.73","138,818,363"
06/24/2020,"66.27","66.73","63.54","64.06","164,394,004"
06/23/2020,"66.59","67.47","66.27","66.79","95,479,148"
06/22/2020,"66.66","67.26","66.00","66.29","95,435,348"
06/19/2020,"67.52","67.73","66.09","66.73","130,196,369"
06/18/2020,"66.87","67.95","66.30","66.93","146,279,190"
06/17/2020,"65.85","67.00","65.50","66.12","148,362,152"
06/16/2020,"67.46","67.53","64.16","65.48","210,766,416"
06/15/2020,"61.19","66.59","60.57","66.06","235,457,942"
06/12/2020,"65.33","65.87","60.84","62.35","251,450,763"
06/11/2020,"66.01","67.93","64.80","64.86","238,747,460"
06/10/2020,"66.13","68.50","65.50","68.34","278,451,406"
06/09/2020,"62.67","63.63","61.60","62.71","170,822,410"
06/08/2020,"61.27","63.33","60.61","63.33","212,621,138"
06/05/2020,"58.52","59.10","57.75","59.04","117,178,875"
06/04/2020,"59.33","59.72","57.23","57.63","133,315,832"
06/03/2020,"59.21","59.86","58.67","58.86","119,242,142"
06/02/2020,"59.65","60.58","58.07","58.77","203,484,194"
06/01/2020,"57.20","59.93","56.94","59.87","226,279,732"
05/29/2020,"53.92","55.67","53.61","55.67","177,187,517"
05/28/2020,"54.23","54.98","53.45","53.72","109,136,707"
05/27/2020,"54.72","55.18","52.33","54.68","173,243,113"
05/26/2020,"55.63","55.64","54.38","54.59","121,346,165"
05/22/2020,"54.81","55.45","54.13","54.46","149,812,309"
05/21/2020,"54.40","55.50","53.07","55.17","183,818,874"
05/20/2020,"54.70","55.07","54.12","54.37","109,639,178"
05/19/2020,"54.34","54.80","53.74","53.87","144,547,963"
05/18/2020,"55.19","55.65","53.59","54.24","175,471,650"
05/15/2020,"52.69","53.67","52.44","53.28","157,776,582"
05/14/2020,"52.00","53.56","50.93","53.56","205,233,031"
05/13/2020,"54.72","55.07","50.89","52.73","285,982,644"
05/12/2020,"55.13","56.22","53.87","53.96","238,603,895"
05/11/2020,"52.70","54.93","52.33","54.09","247,794,254"
05/08/2020,"52.92","54.93","52.47","54.63","241,951,553"
05/07/2020,"51.81","53.09","51.49","52.00","172,915,513"
05/06/2020,"51.77","52.65","50.74","52.17","166,848,606"
05/05/2020,"52.65","53.26","50.81","51.21","254,875,132"
05/04/2020,"46.73","50.80","46.53","50.75","288,556,616"
05/01/2020,"50.33","51.52","45.54","46.75","487,977,636"
04/30/2020,"57.01","57.99","50.90","52.13","427,078,159"
04/29/2020,"52.68","53.55","52.21","53.37","243,239,935"
04/28/2020,"53.04","53.67","50.45","51.27","228,329,634"
04/27/2020,"49.17","53.30","49.00","53.25","310,221,904"
04/24/2020,"47.39","48.72","46.55","48.34","198,564,339"
04/23/2020,"48.51","48.93","46.88","47.04","198,550,704"
04/22/2020,"46.93","48.93","45.91","48.81","213,372,654"
04/21/2020,"48.67","50.22","44.92","45.78","303,136,631"
04/20/2020,"48.85","51.04","47.48","49.76","221,195,732"
04/17/2020,"51.49","51.66","49.84","50.26","196,923,637"
04/16/2020,"47.80","50.63","47.11","49.68","309,868,173"
04/15/2020,"49.47","50.21","47.33","48.66","353,655,363"
04/14/2020,"46.60","49.46","46.16","47.33","458,648,121"
04/13/2020,"39.34","43.47","38.70","43.40","337,131,586"
04/09/2020,"37.47","38.35","37.14","38.20","204,750,195"
04/08/2020,"36.95","37.15","35.56","36.59","189,840,480"
04/07/2020,"36.33","37.67","35.49","36.36","268,796,931"
04/06/2020,"34.08","34.73","33.20","34.42","223,527,830"
04/03/2020,"33.97","34.37","31.23","32.00","338,431,548"
04/02/2020,"32.07","32.95","29.76","30.30","297,876,786"
04/01/2020,"33.60","34.26","31.67","32.10","200,297,891"
03/31/2020,"33.42","36.20","33.13","34.93","266,572,624"
03/30/2020,"34.02","34.44","32.75","33.48","179,971,220"
03/27/2020,"33.67","35.05","32.94","34.29","215,661,341"
03/26/2020,"36.49","37.33","34.15","35.21","261,331,468"
03/25/2020,"36.35","37.13","34.07","35.95","318,341,607"
03/24/2020,"31.82","34.25","31.60","33.67","343,427,873"
03/23/2020,"28.91","29.47","27.37","28.95","246,818,518"
03/20/2020,"29.21","31.80","28.39","28.50","424,282,906"
03/19/2020,"24.98","30.13","23.90","28.51","452,932,290"
03/18/2020,"25.93","26.99","23.37","24.08","356,792,766"
03/17/2020,"29.33","31.46","26.40","28.68","359,919,040"
03/16/2020,"31.30","32.99","29.48","29.67","307,342,171"
03/13/2020,"39.67","40.50","33.47","36.44","339,604,069"
03/12/2020,"38.73","39.63","36.42","37.37","283,636,056"
03/11/2020,"42.68","43.57","40.87","42.28","201,204,057"
03/10/2020,"43.96","44.53","40.53","43.02","233,916,855"
03/09/2020,"40.36","44.20","40.33","40.53","256,106,333"
03/06/2020,"46.00","47.13","45.62","46.90","189,943,995"
03/05/2020,"48.25","49.72","47.87","48.30","162,790,067"
03/04/2020,"50.93","51.10","48.32","49.97","225,734,932"
03/03/2020,"53.67","53.80","47.74","49.70","386,760,427"
03/02/2020,"47.42","49.58","45.78","49.57","302,925,161"
02/28/2020,"41.98","46.03","40.77","44.53","368,462,958"
02/27/2020,"48.67","49.32","44.60","45.27","364,157,744"
02/26/2020,"52.17","54.22","51.74","51.92","212,307,818"
02/25/2020,"56.60","57.11","52.47","53.33","259,357,466"
02/24/2020,"55.93","57.57","54.81","55.59","227,882,634"
02/21/2020,"60.47","60.87","58.70","60.07","215,091,956"
02/20/2020,"60.80","60.80","57.33","59.96","264,523,637"
02/19/2020,"61.57","62.99","60.07","61.16","381,344,807"
02/18/2020,"56.11","57.33","55.49","57.23","250,475,762"
02/14/2020,"52.48","54.20","52.37","53.34","235,405,877"
02/13/2020,"49.46","54.53","49.00","53.60","394,340,715"
02/12/2020,"51.86","52.65","50.89","51.15","180,337,220"
02/11/2020,"51.25","52.23","50.53","51.63","175,462,215"
02/10/2020,"53.33","54.67","50.16","51.42","370,337,750"
02/07/2020,"48.70","51.32","48.67","49.87","255,953,078"
02/06/2020,"46.66","53.06","45.80","49.93","598,211,924"
02/05/2020,"54.88","56.40","46.94","48.98","726,358,286"
02/04/2020,"58.86","64.60","55.59","59.14","914,082,249"
02/03/2020,"44.91","52.41","44.90","52.00","708,503,168"
01/31/2020,"42.67","43.53","42.17","43.37","235,789,292"
01/30/2020,"42.16","43.39","41.20","42.72","435,085,677"
01/29/2020,"38.38","39.32","37.83","38.73","273,250,331"
01/28/2020,"37.90","38.45","37.21","37.79","176,827,517"
01/27/2020,"36.13","37.63","35.95","37.20","204,121,260"
01/24/2020,"38.04","38.26","36.95","37.65","215,304,221"
01/23/2020,"37.62","38.80","37.04","38.15","294,765,888"
01/22/2020,"38.13","39.63","37.27","37.97","470,535,888"
01/21/2020,"35.35","36.57","35.23","36.48","267,052,339"
01/17/2020,"33.84","34.38","33.54","34.03","204,436,230"
01/16/2020,"32.92","34.30","32.81","34.23","326,050,055"
01/15/2020,"35.32","35.86","34.45","34.57","260,532,718"
01/14/2020,"36.28","36.49","34.99","35.86","435,921,103"
01/13/2020,"32.90","35.04","32.80","34.99","399,518,675"
01/10/2020,"32.12","32.33","31.58","31.88","194,652,635"
01/09/2020,"33.14","33.25","31.52","32.09","426,948,258"
01/08/2020,"31.58","33.23","31.22","32.81","467,991,286"
01/07/2020,"30.76","31.44","30.22","31.27","273,137,366"
01/06/2020,"29.36","30.10","29.33","30.10","152,362,656"
01/03/2020,"29.37","30.27","29.13","29.53","266,920,729"
01/02/2020,"28.30","28.71","28.11","28.68","143,375,922"
12/31/2019,"27.00","28.09","26.81","27.89","154,387,059"
12/30/2019,"28.59","28.60","27.28","27.65","189,019,259"
12/27/2019,"29.00","29.02","28.41","28.69","149,352,558"
12/26/2019,"28.53","28.90","28.42","28.73","159,724,499"
12/24/2019,"27.89","28.36","27.51","28.35","120,820,939"
12/23/2019,"27.45","28.13","27.33","27.95","199,992,535"
12/20/2019,"27.35","27.53","26.68","27.04","221,778,363"
12/19/2019,"26.49","27.12","26.43","26.94","271,804,944"
12/18/2019,"25.38","26.35","25.37","26.21","212,046,083"
12/17/2019,"25.27","25.70","25.06","25.27","127,556,756"
12/16/2019,"24.17","25.57","24.17","25.43","273,314,321"
12/13/2019,"24.07","24.35","23.64","23.89","97,336,315"
12/12/2019,"23.66","24.18","23.55","23.98","116,643,285"
12/11/2019,"23.46","23.81","23.41","23.51","103,787,537"
12/10/2019,"22.66","23.38","22.62","23.26","132,599,416"
12/09/2019,"22.44","22.96","22.34","22.64","135,603,394"
