Date,Open,High,Low,Close,Volume
08/29/2022,"282.83","287.74","280.70","284.82","41,864,738"
08/26/2022,"297.43","302.00","287.47","288.09","57,163,953"
08/25/2022,"302.36","302.96","291.60","296.07","53,230,008"
08/24/2022,"297.56","303.65","296.50","297.10","57,259,770"
08/23/2022,"291.45","298.83","287.92","296.45","63,985,117"
08/22/2022,"291.91","292.40","286.30","289.91","55,843,405"
08/19/2022,"299.00","300.36","292.50","296.67","61,395,457"
08/18/2022,"306.00","306.50","301.85","302.87","47,500,576"
08/17/2022,"303.40","309.66","300.03","304.00","68,766,042"
08/16/2022,"311.67","314.67","302.88","306.56","88,136,390"
08/15/2022,"301.79","313.13","301.23","309.32","89,359,266"
08/12/2022,"289.41","300.16","285.03","300.03","79,657,373"
08/11/2022,"296.51","298.24","285.83","286.63","70,155,127"
08/10/2022,"297.07","297.51","283.37","294.36","94,918,950"
08/09/2022,"290.29","292.40","279.35","283.33","86,244,777"
08/08/2022,"295.00","305.20","289.09","290.42","99,365,390"
08/05/2022,"302.67","304.61","285.54","288.17","113,173,021"
08/04/2022,"311.00","313.61","305.00","308.63","72,256,389"
08/03/2022,"305.00","309.55","301.15","307.40","80,091,194"
08/02/2022,"294.00","307.83","292.67","300.59","95,577,574"
08/01/2022,"301.27","311.88","295.00","297.28","117,043,025"
07/29/2022,"280.70","298.32","279.10","297.15","95,312,970"
07/28/2022,"280.07","283.30","272.80","280.90","84,723,088"
07/27/2022,"263.81","275.93","261.79","274.82","88,110,086"
07/26/2022,"266.51","267.31","256.26","258.86","66,820,840"
07/25/2022,"272.22","274.15","267.40","268.43","64,073,587"
07/22/2022,"276.22","280.79","270.71","272.24","103,472,967"
07/21/2022,"255.11","273.27","254.87","271.71","142,032,334"
07/20/2022,"246.78","250.66","243.48","247.50","88,864,176"
07/19/2022,"245.00","247.14","236.98","245.53","80,890,191"
07/18/2022,"244.94","250.52","239.60","240.55","82,537,526"
07/15/2022,"240.00","243.62","236.89","240.07","69,683,083"
07/14/2022,"234.90","238.65","229.33","238.31","78,557,566"
07/13/2022,"225.50","242.06","225.03","237.04","97,954,602"
07/12/2022,"236.85","239.77","228.37","233.07","87,931,046"
07/11/2022,"252.10","253.06","233.63","234.34","99,509,318"
07/08/2022,"242.33","254.98","241.16","250.76","101,854,183"
07/07/2022,"233.92","245.36","232.21","244.54","81,930,775"
07/06/2022,"230.78","234.56","227.19","231.73","71,853,696"
07/05/2022,"223.00","233.15","216.17","233.07","84,779,179"
07/01/2022,"227.00","230.23","222.12","227.26","74,460,528"
06/30/2022,"224.51","229.46","218.86","224.47","94,600,539"
06/29/2022,"230.50","231.17","222.27","228.49","82,897,346"
06/28/2022,"244.48","249.97","232.34","232.66","90,666,598"
06/27/2022,"249.37","252.07","242.57","244.92","89,178,381"
06/24/2022,"237.47","246.07","236.09","245.71","95,770,798"
06/23/2022,"237.90","239.32","228.64","235.07","104,202,799"
06/22/2022,"234.50","246.83","233.83","236.09","101,527,372"
06/21/2022,"224.60","243.58","224.33","237.04","122,793,104"
06/17/2022,"213.43","220.97","213.20","216.76","92,641,867"
06/16/2022,"222.74","225.17","208.69","213.10","107,390,806"
06/15/2022,"220.92","235.66","218.15","233.00","119,132,068"
06/14/2022,"218.29","226.33","211.74","220.89","97,988,886"
06/13/2022,"223.17","226.63","214.68","215.74","102,767,369"
06/10/2022,"235.16","239.50","227.91","232.23","98,091,009"
06/09/2022,"249.34","255.55","239.33","239.71","96,491,411"
06/08/2022,"240.09","249.96","239.18","241.87","76,210,690"
06/07/2022,"234.00","240.00","230.09","238.89","72,808,651"
06/06/2022,"244.35","244.87","234.35","238.28","84,204,592"
06/03/2022,"243.22","247.80","233.42","234.52","112,393,851"
06/02/2022,"244.16","264.21","242.07","258.33","93,473,218"
06/01/2022,"251.72","257.33","243.64","246.79","77,248,040"
05/31/2022,"257.95","259.60","244.74","252.75","101,914,489"
05/27/2022,"241.08","253.27","240.18","253.21","89,295,063"
05/26/2022,"220.47","239.56","217.89","235.91","106,003,457"
05/25/2022,"207.95","223.11","207.67","219.60","92,139,423"
05/24/2022,"217.84","217.97","206.86","209.39","89,092,623"
05/23/2022,"218.34","226.65","212.69","224.97","88,903,746"
05/20/2022,"238.00","240.53","211.00","221.30","144,973,465"
05/19/2022,"235.67","244.67","231.37","236.47","90,296,761"
05/18/2022,"248.17","253.50","233.60","236.60","87,811,885"
05/17/2022,"249.12","254.83","242.95","253.87","80,236,179"
05/16/2022,"255.72","256.59","239.70","241.46","86,098,614"
05/13/2022,"257.83","262.45","250.52","256.53","92,150,826"
05/12/2022,"233.67","253.22","226.67","242.67","140,312,993"
05/11/2022,"265.00","269.92","242.40","244.67","97,224,551"
05/10/2022,"273.10","275.12","258.08","266.68","84,401,731"
05/09/2022,"278.82","281.88","260.38","262.37","90,810,305"
05/06/2022,"295.67","296.00","281.03","288.55","72,903,205"
05/05/2022,"313.07","315.20","285.90","291.09","92,519,283"
05/04/2022,"301.31","318.50","295.09","317.54","81,643,789"
05/03/2022,"301.06","308.03","296.20","303.08","63,709,653"
05/02/2022,"286.92","302.12","282.68","300.98","75,781,450"
04/29/2022,"300.75","311.47","290.00","290.25","88,133,102"
04/28/2022,"299.99","300.00","273.90","292.50","124,948,666"
04/27/2022,"299.53","306.00","292.45","293.84","76,956,467"
04/26/2022,"331.81","333.33","291.67","292.14","136,133,803"
04/25/2022,"326.32","336.21","325.10","332.67","68,341,412"
04/22/2022,"338.30","344.95","331.33","335.02","69,696,640"
04/21/2022,"358.24","364.07","332.14","336.26","105,416,453"
04/20/2022,"343.33","344.67","325.08","325.73","70,711,391"
04/19/2022,"335.02","344.98","331.77","342.72","49,847,869"
04/18/2022,"329.68","338.31","324.47","334.76","51,715,284"
04/14/2022,"333.10","337.57","327.40","328.33","58,422,484"
04/13/2022,"327.02","342.08","324.37","340.79","55,121,277"
04/12/2022,"332.55","340.40","325.53","328.98","65,976,156"
04/11/2022,"326.80","336.16","324.88","325.31","59,357,282"
04/08/2022,"347.74","349.48","340.81","341.83","55,013,757"
04/07/2022,"350.80","358.86","340.51","352.42","79,447,139"
04/06/2022,"357.82","359.67","342.57","348.59","89,348,637"
04/05/2022,"378.77","384.29","362.43","363.75","80,075,093"
04/04/2022,"363.13","383.30","357.51","381.82","82,177,790"
04/01/2022,"360.38","364.92","355.55","361.53","54,263,277"
03/31/2022,"364.86","367.71","358.88","359.20","48,992,811"
03/30/2022,"363.72","371.32","361.33","364.66","59,865,062"
03/29/2022,"369.33","371.59","357.70","366.52","73,614,887"
03/28/2022,"355.03","365.96","351.20","363.95","102,506,171"
03/25/2022,"336.00","340.60","332.44","336.88","62,031,605"
03/24/2022,"336.58","341.50","329.60","337.97","68,920,965"
03/23/2022,"326.65","346.90","325.47","333.04","120,676,263"
03/22/2022,"310.00","332.62","307.25","331.33","105,868,670"
03/21/2022,"304.99","314.28","302.36","307.05","81,981,736"
03/18/2022,"291.50","302.62","289.13","301.80","100,414,299"
03/17/2022,"277.00","291.67","275.24","290.53","66,583,029"
03/16/2022,"269.67","280.67","267.42","280.08","84,028,909"
03/15/2022,"258.42","268.52","252.19","267.30","66,841,213"
03/14/2022,"260.20","266.90","252.01","255.46","71,152,328"
03/11/2022,"280.07","281.27","264.59","265.12","67,037,233"
03/10/2022,"283.82","284.82","270.12","279.43","58,648,714"
03/09/2022,"279.83","286.85","277.34","286.32","59,184,032"
03/08/2022,"265.18","283.33","260.72","274.80","80,399,175"
03/07/2022,"285.43","288.71","268.19","268.19","72,494,233"
03/04/2022,"283.03","285.22","275.05","279.43","67,179,931"
03/03/2022,"292.92","295.48","277.53","279.76","61,623,574"
03/02/2022,"290.71","295.49","281.42","293.30","74,643,528"
03/01/2022,"289.89","296.63","284.59","288.12","74,766,939"
02/28/2022,"271.67","292.29","271.57","290.14","99,006,970"
02/25/2022,"269.74","273.17","260.80","269.96","76,067,839"
02/24/2022,"233.46","267.49","233.33","266.92","135,322,443"
02/23/2022,"276.81","278.43","253.52","254.68","95,257,113"
02/22/2022,"278.04","285.58","267.03","273.84","83,288,274"
02/18/2022,"295.33","295.62","279.20","285.66","68,501,918"
02/17/2022,"304.42","306.17","291.37","292.12","55,178,490"
02/16/2022,"304.68","308.81","300.40","307.80","51,294,446"
02/15/2022,"300.00","307.67","297.79","307.48","57,649,590"
02/14/2022,"287.19","299.63","284.38","291.92","67,756,484"
02/11/2022,"303.21","305.32","283.57","286.67","79,645,934"
02/10/2022,"302.79","314.60","298.90","301.52","66,126,906"
02/09/2022,"311.67","315.42","306.67","310.67","52,259,604"
02/08/2022,"301.84","308.76","298.27","307.33","50,729,063"
02/07/2022,"307.93","315.92","300.90","302.45","60,994,534"
02/04/2022,"299.07","312.17","293.72","307.77","73,625,531"
02/03/2022,"294.00","312.33","293.51","297.05","78,855,655"
02/02/2022,"309.39","310.50","296.47","301.89","66,793,120"
02/01/2022,"311.74","314.57","301.67","310.42","73,138,423"
01/31/2022,"290.90","312.66","287.35","312.24","104,436,202"
01/28/2022,"277.19","285.83","264.00","282.12","134,789,084"
01/27/2022,"311.12","311.80","276.33","276.37","147,109,701"
01/26/2022,"317.48","329.23","302.00","312.47","104,867,395"
01/25/2022,"304.73","317.09","301.07","306.13","86,595,987"
01/24/2022,"301.59","311.17","283.82","310.00","152,375,292"
01/21/2022,"332.11","334.85","313.50","314.63","103,416,132"
01/20/2022,"336.58","347.22","331.33","332.09","70,488,817"
01/19/2022,"347.23","351.56","331.67","331.88","75,442,579"
01/18/2022,"342.20","356.93","338.69","343.50","66,989,473"
01/14/2022,"339.96","350.67","337.79","349.87","72,924,493"
01/13/2022,"369.69","371.87","342.18","343.85","97,209,869"
01/12/2022,"359.62","371.61","357.53","368.74","83,739,111"
01/11/2022,"351.22","358.62","346.27","354.80","66,063,279"
01/10/2022,"333.33","353.03","326.67","352.71","91,814,979"
01/07/2022,"360.12","360.31","336.67","342.32","84,164,848"
01/06/2022,"359.00","362.67","340.17","354.90","90,336,574"
01/05/2022,"382.22","390.11","360.34","362.71","80,119,877"
01/04/2022,"396.52","402.67","374.35","383.20","100,248,374"
01/03/2022,"382.58","400.36","378.68","399.93","104,686,165"
12/31/2021,"357.81","360.67","351.53","352.26","40,733,685"
12/30/2021,"353.78","365.18","351.05","356.78","47,040,976"
12/29/2021,"366.21","368.00","354.71","362.06","56,154,119"
12/28/2021,"369.83","373.00","359.47","362.82","60,323,976"
12/27/2021,"357.89","372.33","356.90","364.65","71,145,887"
12/23/2021,"335.60","357.66","332.52","355.67","92,713,387"
12/22/2021,"321.89","338.55","319.02","336.29","93,634,175"
12/21/2021,"305.62","313.17","295.37","312.84","71,518,011"
12/20/2021,"303.57","307.23","297.80","299.98","56,480,069"
12/17/2021,"304.92","320.22","303.01","310.86","100,880,367"
12/16/2021,"331.50","331.66","307.28","308.97","82,771,526"
12/15/2021,"317.74","326.25","309.42","325.33","75,169,302"
12/14/2021,"315.00","322.14","310.00","319.50","70,806,338"
12/13/2021,"333.70","335.00","317.14","322.14","78,595,576"
12/10/2021,"336.25","340.33","327.51","339.01","59,664,419"
12/09/2021,"353.55","354.16","334.12","334.60","59,438,552"
12/08/2021,"350.90","357.46","344.33","356.32","41,906,411"
12/07/2021,"348.07","352.56","342.27","350.58","56,084,635"
12/06/2021,"333.84","340.55","316.83","336.34","81,663,202"
